"","X1","Publisher","Is_Fiasco"
"735",735,"Sony Computer Entertainment",FALSE
"736",736,"Sega",FALSE
"737",737,"Electronic Arts",FALSE
"738",738,"THQ",FALSE
"739",739,"Namco Bandai Games",FALSE
"740",740,"Take-Two Interactive",FALSE
"741",741,"Electronic Arts",TRUE
"742",742,"Microsoft Game Studios",FALSE
"743",743,"Electronic Arts",FALSE
"744",744,"Sony Computer Entertainment",FALSE
"745",745,"Take-Two Interactive",FALSE
"746",746,"Electronic Arts",TRUE
"747",747,"Electronic Arts",FALSE
"748",748,"Activision",FALSE
"749",749,"Activision",FALSE
"750",750,"Electronic Arts",FALSE
"751",751,"Microsoft Game Studios",FALSE
"752",752,"Microsoft Game Studios",FALSE
"753",753,"Ubisoft",FALSE
"754",754,"Konami Digital Entertainment",FALSE
"755",755,"Ubisoft",FALSE
"756",756,"Electronic Arts",FALSE
"757",757,"Activision",FALSE
"758",758,"Electronic Arts",TRUE
"759",759,"Namco Bandai Games",FALSE
"760",760,"Sega",FALSE
"761",761,"Ubisoft",FALSE
"762",762,"Activision",FALSE
"763",763,"Activision",FALSE
"764",764,"THQ",FALSE
"765",765,"Electronic Arts",TRUE
"766",766,"Activision",FALSE
"767",767,"Ubisoft",FALSE
"768",768,"Electronic Arts",FALSE
"769",769,"Activision",TRUE
"770",770,"Electronic Arts",FALSE
"771",771,"Electronic Arts",FALSE
"772",772,"Take-Two Interactive",TRUE
"773",773,"Microsoft Game Studios",FALSE
"774",774,"Electronic Arts",FALSE
"775",775,"Ubisoft",FALSE
"776",776,"Namco Bandai Games",FALSE
"777",777,"Electronic Arts",FALSE
"778",778,"Take-Two Interactive",FALSE
"779",779,"Take-Two Interactive",FALSE
"780",780,"Activision",FALSE
"781",781,"Ubisoft",FALSE
"782",782,"Sega",FALSE
"783",783,"Microsoft Game Studios",FALSE
"784",784,"Microsoft Game Studios",FALSE
"785",785,"Electronic Arts",FALSE
"786",786,"THQ",FALSE
"787",787,"Namco Bandai Games",FALSE
"788",788,"Sega",FALSE
"789",789,"Sony Computer Entertainment",FALSE
"790",790,"Take-Two Interactive",FALSE
"791",791,"THQ",FALSE
"792",792,"Sony Computer Entertainment",FALSE
"793",793,"Take-Two Interactive",FALSE
"794",794,"Activision",FALSE
"795",795,"Namco Bandai Games",FALSE
"796",796,"Activision",FALSE
"797",797,"Konami Digital Entertainment",FALSE
"798",798,"Activision",FALSE
"799",799,"Electronic Arts",FALSE
"800",800,"Electronic Arts",FALSE
"801",801,"Activision",FALSE
"802",802,"Electronic Arts",FALSE
"803",803,"Namco Bandai Games",FALSE
"804",804,"Ubisoft",FALSE
"805",805,"Activision",FALSE
"806",806,"Take-Two Interactive",FALSE
"807",807,"THQ",FALSE
"808",808,"Namco Bandai Games",FALSE
"809",809,"Electronic Arts",FALSE
"810",810,"Sony Computer Entertainment",FALSE
"811",811,"Activision",FALSE
"812",812,"Electronic Arts",TRUE
"813",813,"Sega",FALSE
"814",814,"Electronic Arts",FALSE
"815",815,"Electronic Arts",FALSE
"816",816,"Electronic Arts",FALSE
"817",817,"THQ",FALSE
"818",818,"Namco Bandai Games",FALSE
"819",819,"Namco Bandai Games",FALSE
"820",820,"Activision",FALSE
"821",821,"Sega",TRUE
"822",822,"Electronic Arts",FALSE
"823",823,"Electronic Arts",FALSE
"824",824,"Electronic Arts",FALSE
"825",825,"Sony Computer Entertainment",FALSE
"826",826,"Take-Two Interactive",FALSE
"827",827,"Namco Bandai Games",FALSE
"828",828,"Namco Bandai Games",FALSE
"829",829,"Sony Computer Entertainment",FALSE
"830",830,"THQ",FALSE
"831",831,"Activision",FALSE
"832",832,"Electronic Arts",FALSE
"833",833,"Electronic Arts",FALSE
"834",834,"Electronic Arts",FALSE
"835",835,"Electronic Arts",FALSE
"836",836,"Take-Two Interactive",FALSE
"837",837,"Sega",FALSE
"838",838,"Electronic Arts",FALSE
"839",839,"Konami Digital Entertainment",FALSE
"840",840,"THQ",FALSE
"841",841,"Electronic Arts",FALSE
"842",842,"Electronic Arts",FALSE
"843",843,"Activision",FALSE
"844",844,"Electronic Arts",FALSE
"845",845,"Electronic Arts",FALSE
"846",846,"Activision",FALSE
"847",847,"Sony Computer Entertainment",FALSE
"848",848,"Microsoft Game Studios",FALSE
"849",849,"Electronic Arts",FALSE
"850",850,"Electronic Arts",FALSE
"851",851,"Namco Bandai Games",FALSE
"852",852,"Sony Computer Entertainment",FALSE
"853",853,"Konami Digital Entertainment",FALSE
"854",854,"Ubisoft",FALSE
"855",855,"Activision",FALSE
"856",856,"Microsoft Game Studios",FALSE
"857",857,"Ubisoft",FALSE
"858",858,"Ubisoft",FALSE
"859",859,"Electronic Arts",FALSE
"860",860,"Take-Two Interactive",FALSE
"861",861,"Electronic Arts",FALSE
"862",862,"THQ",FALSE
"863",863,"Electronic Arts",FALSE
"864",864,"Sony Computer Entertainment",FALSE
"865",865,"Ubisoft",FALSE
"866",866,"Sega",FALSE
"867",867,"Electronic Arts",FALSE
"868",868,"Electronic Arts",FALSE
"869",869,"Activision",FALSE
"870",870,"Activision",FALSE
"871",871,"Electronic Arts",FALSE
"872",872,"Activision",FALSE
"873",873,"Electronic Arts",FALSE
"874",874,"Ubisoft",FALSE
"875",875,"Activision",FALSE
"876",876,"Take-Two Interactive",FALSE
"877",877,"Sony Computer Entertainment",FALSE
"878",878,"Electronic Arts",FALSE
"879",879,"Konami Digital Entertainment",FALSE
"880",880,"Electronic Arts",FALSE
"881",881,"Electronic Arts",FALSE
"882",882,"Sega",FALSE
"883",883,"Take-Two Interactive",FALSE
"884",884,"Ubisoft",FALSE
"885",885,"Konami Digital Entertainment",FALSE
"886",886,"Namco Bandai Games",FALSE
"887",887,"Ubisoft",FALSE
"888",888,"Activision",FALSE
"889",889,"Ubisoft",FALSE
"890",890,"Microsoft Game Studios",FALSE
"891",891,"Ubisoft",FALSE
"892",892,"Electronic Arts",FALSE
"893",893,"Electronic Arts",FALSE
"894",894,"Electronic Arts",FALSE
"895",895,"Electronic Arts",FALSE
"896",896,"Ubisoft",FALSE
"897",897,"Take-Two Interactive",FALSE
"898",898,"Electronic Arts",FALSE
"899",899,"Take-Two Interactive",FALSE
"900",900,"Electronic Arts",FALSE
"901",901,"Activision",FALSE
"902",902,"Electronic Arts",FALSE
"903",903,"Sega",TRUE
"904",904,"THQ",FALSE
"905",905,"Namco Bandai Games",FALSE
"906",906,"Electronic Arts",FALSE
"907",907,"Activision",FALSE
"908",908,"Activision",FALSE
"909",909,"Electronic Arts",TRUE
"910",910,"Activision",FALSE
"911",911,"Electronic Arts",FALSE
"912",912,"Electronic Arts",FALSE
"913",913,"Electronic Arts",FALSE
"914",914,"Ubisoft",FALSE
"915",915,"Electronic Arts",FALSE
"916",916,"Sony Computer Entertainment",FALSE
"917",917,"THQ",FALSE
"918",918,"Activision",FALSE
"919",919,"Activision",FALSE
"920",920,"Electronic Arts",TRUE
"921",921,"Sony Computer Entertainment",FALSE
"922",922,"Sega",FALSE
"923",923,"Electronic Arts",TRUE
"924",924,"Sega",FALSE
"925",925,"Electronic Arts",FALSE
"926",926,"Activision",FALSE
"927",927,"Take-Two Interactive",FALSE
"928",928,"Konami Digital Entertainment",FALSE
"929",929,"Activision",FALSE
"930",930,"Ubisoft",FALSE
"931",931,"Electronic Arts",FALSE
"932",932,"THQ",FALSE
"933",933,"Ubisoft",FALSE
"934",934,"Activision",FALSE
"935",935,"Ubisoft",FALSE
"936",936,"Electronic Arts",FALSE
"937",937,"THQ",FALSE
"938",938,"Electronic Arts",TRUE
"939",939,"Take-Two Interactive",FALSE
"940",940,"Microsoft Game Studios",FALSE
"941",941,"Namco Bandai Games",FALSE
"942",942,"Sega",FALSE
"943",943,"Electronic Arts",FALSE
"944",944,"Activision",FALSE
"945",945,"Take-Two Interactive",FALSE
"946",946,"Konami Digital Entertainment",FALSE
"947",947,"Namco Bandai Games",FALSE
"948",948,"Sega",FALSE
"949",949,"Sega",FALSE
"950",950,"Sega",FALSE
"951",951,"Electronic Arts",FALSE
"952",952,"Take-Two Interactive",FALSE
"953",953,"Sony Computer Entertainment",FALSE
"954",954,"Ubisoft",FALSE
"955",955,"Ubisoft",FALSE
"956",956,"Ubisoft",FALSE
"957",957,"THQ",FALSE
"958",958,"Sega",FALSE
"959",959,"THQ",FALSE
"960",960,"Electronic Arts",FALSE
"961",961,"Activision",TRUE
"962",962,"Electronic Arts",FALSE
"963",963,"Electronic Arts",FALSE
"964",964,"Sega",FALSE
"965",965,"Electronic Arts",FALSE
"966",966,"Electronic Arts",FALSE
"967",967,"Ubisoft",FALSE
"968",968,"Microsoft Game Studios",FALSE
"969",969,"Konami Digital Entertainment",FALSE
"970",970,"Activision",FALSE
"971",971,"Electronic Arts",TRUE
"972",972,"Konami Digital Entertainment",FALSE
"973",973,"Ubisoft",FALSE
"974",974,"Sony Computer Entertainment",FALSE
"975",975,"Namco Bandai Games",FALSE
"976",976,"Ubisoft",FALSE
"977",977,"Electronic Arts",FALSE
"978",978,"Electronic Arts",FALSE
"979",979,"Sony Computer Entertainment",FALSE
"980",980,"Microsoft Game Studios",FALSE
"981",981,"Ubisoft",FALSE
"982",982,"Electronic Arts",FALSE
"983",983,"Take-Two Interactive",FALSE
"984",984,"Electronic Arts",FALSE
"985",985,"Ubisoft",FALSE
"986",986,"Namco Bandai Games",FALSE
"987",987,"Konami Digital Entertainment",FALSE
"988",988,"Ubisoft",FALSE
"989",989,"Namco Bandai Games",FALSE
"990",990,"Electronic Arts",FALSE
"991",991,"Ubisoft",TRUE
"992",992,"Namco Bandai Games",FALSE
"993",993,"Take-Two Interactive",FALSE
"994",994,"Electronic Arts",FALSE
"995",995,"Sega",FALSE
"996",996,"Namco Bandai Games",FALSE
"997",997,"Electronic Arts",FALSE
"998",998,"Microsoft Game Studios",FALSE
"999",999,"Electronic Arts",FALSE
"1000",1000,"Activision",TRUE
"1001",1001,"THQ",FALSE
"1002",1002,"Activision",FALSE
"1003",1003,"Microsoft Game Studios",FALSE
"1004",1004,"Take-Two Interactive",FALSE
"1005",1005,"Ubisoft",FALSE
"1006",1006,"Electronic Arts",TRUE
"1007",1007,"Electronic Arts",FALSE
"1008",1008,"Electronic Arts",FALSE
"1009",1009,"Electronic Arts",FALSE
"1010",1010,"THQ",FALSE
"1011",1011,"Take-Two Interactive",FALSE
"1012",1012,"Activision",FALSE
"1013",1013,"Electronic Arts",FALSE
"1014",1014,"Ubisoft",FALSE
"1015",1015,"THQ",FALSE
"1016",1016,"Take-Two Interactive",FALSE
"1017",1017,"Electronic Arts",FALSE
"1018",1018,"Activision",FALSE
"1019",1019,"Activision",FALSE
"1020",1020,"Microsoft Game Studios",FALSE
"1021",1021,"Sega",FALSE
"1022",1022,"Take-Two Interactive",FALSE
"1023",1023,"Ubisoft",FALSE
"1024",1024,"THQ",FALSE
"1025",1025,"THQ",FALSE
"1026",1026,"Electronic Arts",FALSE
"1027",1027,"Sony Computer Entertainment",FALSE
"1028",1028,"Konami Digital Entertainment",FALSE
"1029",1029,"Namco Bandai Games",FALSE
"1030",1030,"THQ",FALSE
"1031",1031,"Sony Computer Entertainment",FALSE
"1032",1032,"Ubisoft",FALSE
"1033",1033,"Activision",FALSE
"1034",1034,"Take-Two Interactive",FALSE
"1035",1035,"Ubisoft",TRUE
"1036",1036,"THQ",FALSE
"1037",1037,"Activision",FALSE
"1038",1038,"Ubisoft",FALSE
"1039",1039,"Microsoft Game Studios",FALSE
"1040",1040,"Sony Computer Entertainment",FALSE
"1041",1041,"Take-Two Interactive",FALSE
"1042",1042,"Sega",FALSE
"1043",1043,"Take-Two Interactive",FALSE
"1044",1044,"THQ",FALSE
"1045",1045,"Electronic Arts",FALSE
"1046",1046,"THQ",FALSE
"1047",1047,"Electronic Arts",FALSE
"1048",1048,"Konami Digital Entertainment",FALSE
"1049",1049,"Namco Bandai Games",FALSE
"1050",1050,"Electronic Arts",FALSE
"1051",1051,"Electronic Arts",FALSE
"1052",1052,"Electronic Arts",FALSE
"1053",1053,"THQ",FALSE
"1054",1054,"Activision",FALSE
"1055",1055,"Sega",FALSE
"1056",1056,"Namco Bandai Games",FALSE
"1057",1057,"Activision",FALSE
"1058",1058,"Electronic Arts",TRUE
"1059",1059,"Sony Computer Entertainment",FALSE
"1060",1060,"Namco Bandai Games",FALSE
"1061",1061,"Namco Bandai Games",FALSE
"1062",1062,"Electronic Arts",FALSE
"1063",1063,"Electronic Arts",FALSE
"1064",1064,"Activision",TRUE
"1065",1065,"Ubisoft",FALSE
"1066",1066,"Electronic Arts",FALSE
"1067",1067,"Electronic Arts",FALSE
"1068",1068,"Electronic Arts",FALSE
"1069",1069,"Sony Computer Entertainment",FALSE
"1070",1070,"Activision",FALSE
"1071",1071,"Take-Two Interactive",FALSE
"1072",1072,"THQ",FALSE
"1073",1073,"Take-Two Interactive",FALSE
"1074",1074,"Electronic Arts",FALSE
"1075",1075,"Activision",FALSE
"1076",1076,"Ubisoft",FALSE
"1077",1077,"THQ",FALSE
"1078",1078,"Electronic Arts",FALSE
"1079",1079,"Sega",FALSE
"1080",1080,"Konami Digital Entertainment",FALSE
"1081",1081,"Electronic Arts",FALSE
"1082",1082,"Electronic Arts",FALSE
"1083",1083,"Electronic Arts",FALSE
"1084",1084,"Electronic Arts",TRUE
"1085",1085,"Electronic Arts",FALSE
"1086",1086,"Sony Computer Entertainment",TRUE
"1087",1087,"Electronic Arts",FALSE
"1088",1088,"Activision",FALSE
"1089",1089,"THQ",FALSE
"1090",1090,"Electronic Arts",FALSE
"1091",1091,"Electronic Arts",FALSE
"1092",1092,"Activision",FALSE
"1093",1093,"Sony Computer Entertainment",FALSE
"1094",1094,"Sony Computer Entertainment",FALSE
"1095",1095,"THQ",FALSE
"1096",1096,"Activision",FALSE
"1097",1097,"Take-Two Interactive",FALSE
"1098",1098,"THQ",FALSE
"1099",1099,"Electronic Arts",FALSE
"1100",1100,"Namco Bandai Games",FALSE
"1101",1101,"Electronic Arts",FALSE
"1102",1102,"Electronic Arts",TRUE
"1103",1103,"Namco Bandai Games",FALSE
"1104",1104,"Namco Bandai Games",FALSE
"1105",1105,"Take-Two Interactive",TRUE
"1106",1106,"Konami Digital Entertainment",FALSE
"1107",1107,"Electronic Arts",TRUE
"1108",1108,"Electronic Arts",FALSE
"1109",1109,"Sega",FALSE
"1110",1110,"Electronic Arts",FALSE
"1111",1111,"THQ",FALSE
"1112",1112,"Take-Two Interactive",FALSE
"1113",1113,"Ubisoft",FALSE
"1114",1114,"Activision",FALSE
"1115",1115,"Konami Digital Entertainment",FALSE
"1116",1116,"Ubisoft",FALSE
"1117",1117,"Activision",FALSE
"1118",1118,"Activision",FALSE
"1119",1119,"Take-Two Interactive",FALSE
"1120",1120,"Konami Digital Entertainment",FALSE
"1121",1121,"Electronic Arts",FALSE
"1122",1122,"THQ",FALSE
"1123",1123,"Electronic Arts",FALSE
"1124",1124,"THQ",FALSE
"1125",1125,"Activision",FALSE
"1126",1126,"Activision",FALSE
"1127",1127,"Electronic Arts",FALSE
"1128",1128,"Namco Bandai Games",FALSE
"1129",1129,"Activision",FALSE
"1130",1130,"Electronic Arts",FALSE
"1131",1131,"Namco Bandai Games",FALSE
"1132",1132,"Electronic Arts",FALSE
"1133",1133,"Namco Bandai Games",FALSE
"1134",1134,"Activision",FALSE
"1135",1135,"Ubisoft",TRUE
"1136",1136,"Electronic Arts",FALSE
"1137",1137,"Microsoft Game Studios",FALSE
"1138",1138,"Microsoft Game Studios",FALSE
"1139",1139,"Sony Computer Entertainment",FALSE
"1140",1140,"Electronic Arts",FALSE
"1141",1141,"Electronic Arts",FALSE
"1142",1142,"Konami Digital Entertainment",FALSE
"1143",1143,"Electronic Arts",FALSE
"1144",1144,"Electronic Arts",TRUE
"1145",1145,"Electronic Arts",FALSE
"1146",1146,"Sony Computer Entertainment",FALSE
"1147",1147,"Activision",FALSE
"1148",1148,"Activision",FALSE
"1149",1149,"Sony Computer Entertainment",FALSE
"1150",1150,"THQ",FALSE
"1151",1151,"Microsoft Game Studios",FALSE
"1152",1152,"Electronic Arts",FALSE
"1153",1153,"Microsoft Game Studios",FALSE
"1154",1154,"THQ",FALSE
"1155",1155,"Activision",FALSE
"1156",1156,"Sega",FALSE
"1157",1157,"Activision",FALSE
"1158",1158,"Electronic Arts",FALSE
"1159",1159,"THQ",FALSE
"1160",1160,"Ubisoft",FALSE
"1161",1161,"THQ",FALSE
"1162",1162,"Electronic Arts",FALSE
"1163",1163,"Ubisoft",FALSE
"1164",1164,"Sony Computer Entertainment",FALSE
"1165",1165,"Konami Digital Entertainment",FALSE
"1166",1166,"Sony Computer Entertainment",TRUE
"1167",1167,"THQ",FALSE
"1168",1168,"Microsoft Game Studios",FALSE
"1169",1169,"Sega",FALSE
"1170",1170,"Electronic Arts",FALSE
"1171",1171,"Electronic Arts",FALSE
"1172",1172,"Activision",FALSE
"1173",1173,"Activision",FALSE
"1174",1174,"Take-Two Interactive",FALSE
"1175",1175,"THQ",FALSE
"1176",1176,"Sega",FALSE
"1177",1177,"THQ",FALSE
"1178",1178,"Electronic Arts",FALSE
"1179",1179,"Electronic Arts",FALSE
"1180",1180,"Electronic Arts",FALSE
"1181",1181,"Activision",FALSE
"1182",1182,"Ubisoft",TRUE
"1183",1183,"Konami Digital Entertainment",FALSE
"1184",1184,"THQ",FALSE
"1185",1185,"Konami Digital Entertainment",FALSE
"1186",1186,"Konami Digital Entertainment",FALSE
"1187",1187,"Activision",FALSE
"1188",1188,"Sega",FALSE
"1189",1189,"Activision",FALSE
"1190",1190,"Namco Bandai Games",FALSE
"1191",1191,"Electronic Arts",FALSE
"1192",1192,"Electronic Arts",FALSE
"1193",1193,"Electronic Arts",FALSE
"1194",1194,"Activision",FALSE
"1195",1195,"Sega",FALSE
"1196",1196,"Activision",FALSE
"1197",1197,"THQ",FALSE
"1198",1198,"Take-Two Interactive",FALSE
"1199",1199,"Ubisoft",FALSE
"1200",1200,"Activision",FALSE
"1201",1201,"Activision",TRUE
"1202",1202,"Sony Computer Entertainment",FALSE
"1203",1203,"Electronic Arts",FALSE
"1204",1204,"Electronic Arts",FALSE
"1205",1205,"Electronic Arts",FALSE
"1206",1206,"Namco Bandai Games",FALSE
"1207",1207,"Activision",FALSE
"1208",1208,"Namco Bandai Games",FALSE
"1209",1209,"Sony Computer Entertainment",FALSE
"1210",1210,"Ubisoft",FALSE
"1211",1211,"Namco Bandai Games",FALSE
"1212",1212,"Take-Two Interactive",FALSE
"1213",1213,"Sega",FALSE
"1214",1214,"Ubisoft",FALSE
"1215",1215,"Microsoft Game Studios",FALSE
"1216",1216,"Sega",FALSE
"1217",1217,"Electronic Arts",TRUE
"1218",1218,"Electronic Arts",TRUE
"1219",1219,"Take-Two Interactive",TRUE
"1220",1220,"Electronic Arts",FALSE
"1221",1221,"Sony Computer Entertainment",TRUE
"1222",1222,"Konami Digital Entertainment",FALSE
"1223",1223,"THQ",FALSE
"1224",1224,"Activision",FALSE
"1225",1225,"Sony Computer Entertainment",FALSE
"1226",1226,"Konami Digital Entertainment",FALSE
"1227",1227,"Konami Digital Entertainment",FALSE
"1228",1228,"Electronic Arts",FALSE
"1229",1229,"Take-Two Interactive",FALSE
"1230",1230,"Sega",FALSE
"1231",1231,"Ubisoft",FALSE
"1232",1232,"Konami Digital Entertainment",FALSE
"1233",1233,"Sony Computer Entertainment",FALSE
"1234",1234,"Sega",FALSE
"1235",1235,"Ubisoft",FALSE
"1236",1236,"Ubisoft",FALSE
"1237",1237,"Activision",FALSE
"1238",1238,"Ubisoft",TRUE
"1239",1239,"THQ",FALSE
"1240",1240,"Take-Two Interactive",FALSE
"1241",1241,"Take-Two Interactive",FALSE
"1242",1242,"Activision",TRUE
"1243",1243,"Ubisoft",FALSE
"1244",1244,"THQ",FALSE
"1245",1245,"Electronic Arts",FALSE
"1246",1246,"Electronic Arts",FALSE
"1247",1247,"THQ",FALSE
"1248",1248,"Take-Two Interactive",FALSE
"1249",1249,"Activision",FALSE
"1250",1250,"Namco Bandai Games",FALSE
"1251",1251,"Activision",FALSE
"1252",1252,"Ubisoft",FALSE
"1253",1253,"Konami Digital Entertainment",FALSE
"1254",1254,"THQ",FALSE
"1255",1255,"Electronic Arts",TRUE
"1256",1256,"Sony Computer Entertainment",FALSE
"1257",1257,"Microsoft Game Studios",FALSE
"1258",1258,"THQ",FALSE
"1259",1259,"Electronic Arts",FALSE
"1260",1260,"Take-Two Interactive",FALSE
"1261",1261,"Electronic Arts",FALSE
"1262",1262,"Sega",FALSE
"1263",1263,"Sony Computer Entertainment",FALSE
"1264",1264,"Konami Digital Entertainment",FALSE
"1265",1265,"Take-Two Interactive",FALSE
"1266",1266,"Activision",FALSE
"1267",1267,"THQ",FALSE
"1268",1268,"THQ",FALSE
"1269",1269,"Namco Bandai Games",FALSE
"1270",1270,"Electronic Arts",FALSE
"1271",1271,"Electronic Arts",FALSE
"1272",1272,"Sega",FALSE
"1273",1273,"Electronic Arts",FALSE
"1274",1274,"Electronic Arts",FALSE
"1275",1275,"Activision",FALSE
"1276",1276,"Sega",FALSE
"1277",1277,"Electronic Arts",FALSE
"1278",1278,"Sega",FALSE
"1279",1279,"Ubisoft",FALSE
"1280",1280,"Electronic Arts",FALSE
"1281",1281,"Sega",FALSE
"1282",1282,"Ubisoft",FALSE
"1283",1283,"Take-Two Interactive",FALSE
"1284",1284,"Ubisoft",FALSE
"1285",1285,"Electronic Arts",FALSE
"1286",1286,"THQ",FALSE
"1287",1287,"Konami Digital Entertainment",FALSE
"1288",1288,"Sega",FALSE
"1289",1289,"Activision",FALSE
"1290",1290,"Sony Computer Entertainment",FALSE
"1291",1291,"Electronic Arts",FALSE
"1292",1292,"Sega",FALSE
"1293",1293,"Sega",FALSE
"1294",1294,"Sega",FALSE
"1295",1295,"THQ",FALSE
"1296",1296,"Electronic Arts",FALSE
"1297",1297,"Sega",FALSE
"1298",1298,"Electronic Arts",FALSE
"1299",1299,"THQ",FALSE
"1300",1300,"THQ",FALSE
"1301",1301,"Ubisoft",FALSE
"1302",1302,"Sega",FALSE
"1303",1303,"Activision",FALSE
"1304",1304,"Microsoft Game Studios",FALSE
"1305",1305,"Sony Computer Entertainment",FALSE
"1306",1306,"Konami Digital Entertainment",FALSE
"1307",1307,"Ubisoft",FALSE
"1308",1308,"Take-Two Interactive",FALSE
"1309",1309,"Electronic Arts",FALSE
"1310",1310,"Electronic Arts",FALSE
"1311",1311,"Microsoft Game Studios",FALSE
"1312",1312,"Activision",FALSE
"1313",1313,"Electronic Arts",FALSE
"1314",1314,"Activision",FALSE
"1315",1315,"Electronic Arts",TRUE
"1316",1316,"Electronic Arts",FALSE
"1317",1317,"Electronic Arts",FALSE
"1318",1318,"Namco Bandai Games",FALSE
"1319",1319,"Electronic Arts",FALSE
"1320",1320,"Electronic Arts",FALSE
"1321",1321,"Electronic Arts",FALSE
"1322",1322,"Namco Bandai Games",FALSE
"1323",1323,"Konami Digital Entertainment",FALSE
"1324",1324,"Take-Two Interactive",TRUE
"1325",1325,"Konami Digital Entertainment",FALSE
"1326",1326,"Ubisoft",FALSE
"1327",1327,"THQ",FALSE
"1328",1328,"Sony Computer Entertainment",FALSE
"1329",1329,"Take-Two Interactive",FALSE
"1330",1330,"Microsoft Game Studios",FALSE
"1331",1331,"Sega",FALSE
"1332",1332,"Activision",FALSE
"1333",1333,"Sony Computer Entertainment",FALSE
"1334",1334,"Electronic Arts",FALSE
"1335",1335,"Konami Digital Entertainment",FALSE
"1336",1336,"Electronic Arts",FALSE
"1337",1337,"Ubisoft",FALSE
"1338",1338,"Activision",FALSE
"1339",1339,"THQ",FALSE
"1340",1340,"Sega",FALSE
"1341",1341,"Electronic Arts",FALSE
"1342",1342,"Ubisoft",FALSE
"1343",1343,"Konami Digital Entertainment",FALSE
"1344",1344,"Ubisoft",FALSE
"1345",1345,"Activision",FALSE
"1346",1346,"Electronic Arts",FALSE
"1347",1347,"Activision",FALSE
"1348",1348,"THQ",FALSE
"1349",1349,"Namco Bandai Games",FALSE
"1350",1350,"Sony Computer Entertainment",FALSE
"1351",1351,"Ubisoft",FALSE
"1352",1352,"THQ",TRUE
"1353",1353,"Electronic Arts",FALSE
"1354",1354,"Electronic Arts",FALSE
"1355",1355,"Microsoft Game Studios",FALSE
"1356",1356,"THQ",FALSE
"1357",1357,"Electronic Arts",FALSE
"1358",1358,"Microsoft Game Studios",FALSE
"1359",1359,"Sony Computer Entertainment",FALSE
"1360",1360,"Namco Bandai Games",FALSE
"1361",1361,"Sony Computer Entertainment",FALSE
"1362",1362,"Ubisoft",FALSE
"1363",1363,"Electronic Arts",FALSE
"1364",1364,"Electronic Arts",FALSE
"1365",1365,"Electronic Arts",FALSE
"1366",1366,"Sony Computer Entertainment",FALSE
"1367",1367,"Microsoft Game Studios",FALSE
"1368",1368,"Activision",FALSE
"1369",1369,"Sega",FALSE
"1370",1370,"Sony Computer Entertainment",FALSE
"1371",1371,"Electronic Arts",FALSE
"1372",1372,"Ubisoft",FALSE
"1373",1373,"Activision",FALSE
"1374",1374,"Sega",FALSE
"1375",1375,"Electronic Arts",FALSE
"1376",1376,"Electronic Arts",FALSE
"1377",1377,"Sega",FALSE
"1378",1378,"Take-Two Interactive",FALSE
"1379",1379,"Sega",FALSE
"1380",1380,"Konami Digital Entertainment",FALSE
"1381",1381,"Sega",FALSE
"1382",1382,"Electronic Arts",FALSE
"1383",1383,"Sony Computer Entertainment",FALSE
"1384",1384,"Ubisoft",FALSE
"1385",1385,"Electronic Arts",FALSE
"1386",1386,"Konami Digital Entertainment",FALSE
"1387",1387,"Konami Digital Entertainment",FALSE
"1388",1388,"Ubisoft",FALSE
"1389",1389,"Activision",FALSE
"1390",1390,"Namco Bandai Games",FALSE
"1391",1391,"Electronic Arts",FALSE
"1392",1392,"Sony Computer Entertainment",FALSE
"1393",1393,"Activision",FALSE
"1394",1394,"Electronic Arts",FALSE
"1395",1395,"Konami Digital Entertainment",FALSE
"1396",1396,"Konami Digital Entertainment",TRUE
"1397",1397,"Konami Digital Entertainment",FALSE
"1398",1398,"Ubisoft",FALSE
"1399",1399,"Activision",FALSE
"1400",1400,"Take-Two Interactive",FALSE
"1401",1401,"Sony Computer Entertainment",FALSE
"1402",1402,"Take-Two Interactive",FALSE
"1403",1403,"Sega",FALSE
"1404",1404,"Microsoft Game Studios",FALSE
"1405",1405,"Electronic Arts",FALSE
"1406",1406,"Microsoft Game Studios",TRUE
"1407",1407,"Sony Computer Entertainment",FALSE
"1408",1408,"Activision",TRUE
"1409",1409,"Microsoft Game Studios",FALSE
"1410",1410,"Sony Computer Entertainment",FALSE
"1411",1411,"Electronic Arts",FALSE
"1412",1412,"Microsoft Game Studios",FALSE
"1413",1413,"Electronic Arts",FALSE
"1414",1414,"Ubisoft",TRUE
"1415",1415,"Ubisoft",FALSE
"1416",1416,"Activision",FALSE
"1417",1417,"Namco Bandai Games",TRUE
"1418",1418,"Electronic Arts",FALSE
"1419",1419,"Konami Digital Entertainment",FALSE
"1420",1420,"Sony Computer Entertainment",FALSE
"1421",1421,"Activision",FALSE
"1422",1422,"Namco Bandai Games",FALSE
"1423",1423,"Sony Computer Entertainment",FALSE
"1424",1424,"Activision",FALSE
"1425",1425,"Microsoft Game Studios",FALSE
"1426",1426,"Activision",TRUE
"1427",1427,"Activision",TRUE
"1428",1428,"Electronic Arts",FALSE
"1429",1429,"Sony Computer Entertainment",FALSE
"1430",1430,"Sony Computer Entertainment",FALSE
"1431",1431,"Ubisoft",FALSE
"1432",1432,"Ubisoft",FALSE
"1433",1433,"THQ",FALSE
"1434",1434,"Ubisoft",FALSE
"1435",1435,"Konami Digital Entertainment",FALSE
"1436",1436,"THQ",FALSE
