"","Platform","Genre","Publisher","Global_Sales","Critic_Score","Rating","Is_Fiasco"
"406","PS2","Misc","Sony Computer Entertainment",1.44,73,"E10+",FALSE
"407","PS2","Sports","Electronic Arts",1.44,88,"E",FALSE
"408","PS2","Sports","Electronic Arts",1.44,91,"E",FALSE
"409","X360","Fighting","THQ",1.43,71,"T",FALSE
"410","X360","Racing","Microsoft Game Studios",1.43,52,"E",FALSE
"411","PC","Strategy","Ubisoft",1.43,83,"T",FALSE
"412","PS3","Shooter","Take-Two Interactive",1.42,94,"M",FALSE
"413","PS3","Role-Playing","Electronic Arts",1.42,93,"M",TRUE
"414","PS2","Sports","Activision",1.42,59,"T",FALSE
"415","PC","Simulation","Electronic Arts",1.42,64,"E10+",TRUE
"416","PS2","Sports","Electronic Arts",1.42,80,"E",FALSE
"417","PS3","Shooter","Electronic Arts",1.42,89,"M",FALSE
"418","PS3","Action","Konami Digital Entertainment",1.42,80,"M",FALSE
"419","PS3","Fighting","THQ",1.41,85,"T",FALSE
"420","PS3","Action","Electronic Arts",1.41,55,"M",FALSE
"421","X360","Misc","Sega",1.41,79,"E10+",FALSE
"422","X360","Role-Playing","Activision",1.41,87,"M",TRUE
"423","PS2","Racing","Sony Computer Entertainment",1.41,91,"M",FALSE
"424","PS2","Racing","Electronic Arts",1.41,87,"E",FALSE
"425","X360","Fighting","Electronic Arts",1.4,87,"T",FALSE
"426","XB","Action","Activision",1.4,79,"E",FALSE
"427","X360","Action","Electronic Arts",1.4,89,"M",FALSE
"428","PS3","Action","Ubisoft",1.38,85,"M",TRUE
"429","XB","Action","Activision",1.38,77,"M",FALSE
"430","X360","Platform","Sega",1.38,77,"E",FALSE
"431","XB","Role-Playing","Activision",1.37,86,"T",FALSE
"432","PS3","Racing","Namco Bandai Games",1.36,78,"E",FALSE
"433","XB","Shooter","Ubisoft",1.36,80,"T",FALSE
"434","X360","Action","Electronic Arts",1.36,68,"T",FALSE
"435","X360","Shooter","Electronic Arts",1.36,83,"M",TRUE
"436","PS2","Shooter","Electronic Arts",1.36,73,"M",FALSE
"437","PS3","Action","THQ",1.35,76,"T",FALSE
"438","X360","Racing","Electronic Arts",1.35,88,"E10+",FALSE
"439","PS3","Racing","Sony Computer Entertainment",1.35,82,"T",FALSE
"440","PS2","Action","Electronic Arts",1.35,73,"T",FALSE
"441","PC","Shooter","Electronic Arts",1.35,81,"M",TRUE
"442","X360","Sports","Electronic Arts",1.35,82,"E",FALSE
"443","PS3","Shooter","Ubisoft",1.34,81,"M",FALSE
"444","X360","Action","Electronic Arts",1.34,84,"M",FALSE
"445","XB","Shooter","Activision",1.34,88,"M",FALSE
"446","PS2","Racing","Electronic Arts",1.34,74,"E10+",FALSE
"447","PS2","Shooter","Take-Two Interactive",1.34,73,"M",FALSE
"448","PS3","Shooter","Electronic Arts",1.34,84,"T",FALSE
"449","PS2","Sports","Electronic Arts",1.34,90,"E",FALSE
"450","X360","Action","Microsoft Game Studios",1.33,83,"T",FALSE
"451","PS3","Fighting","THQ",1.33,74,"T",FALSE
"452","X360","Platform","Activision",1.32,83,"E10+",TRUE
"453","X360","Fighting","THQ",1.32,84,"T",FALSE
"454","PC","Role-Playing","Activision",1.32,91,"T",FALSE
"455","X360","Sports","Ubisoft",1.32,73,"E",FALSE
"456","PS2","Platform","Activision",1.31,69,"E10+",FALSE
"457","X360","Action","Activision",1.31,78,"M",FALSE
"458","XB","Racing","Electronic Arts",1.31,94,"T",TRUE
"459","PS2","Sports","Electronic Arts",1.3,63,"E",FALSE
"460","X360","Action","Activision",1.3,80,"E10+",FALSE
"461","PS2","Misc","Sony Computer Entertainment",1.3,78,"T",FALSE
"462","X360","Fighting","Namco Bandai Games",1.3,80,"T",FALSE
"463","PS3","Action","Electronic Arts",1.29,85,"M",FALSE
"464","PS3","Action","Ubisoft",1.29,72,"M",FALSE
"465","PS2","Action","Take-Two Interactive",1.28,76,"M",FALSE
"466","PS2","Action","Konami Digital Entertainment",1.28,89,"M",FALSE
"467","PC","Simulation","Electronic Arts",1.27,76,"T",FALSE
"468","PS3","Role-Playing","Namco Bandai Games",1.27,91,"T",FALSE
"469","X360","Sports","Take-Two Interactive",1.27,84,"E",FALSE
"470","XB","Sports","Activision",1.27,85,"T",FALSE
"471","PS3","Role-Playing","Sega",1.27,86,"T",FALSE
"472","X360","Fighting","THQ",1.27,71,"T",FALSE
"473","X360","Action","THQ",1.27,78,"T",FALSE
"474","PS3","Racing","Electronic Arts",1.27,80,"E10+",TRUE
"475","PC","Sports","Sega",1.26,85,"E",FALSE
"476","PS3","Shooter","Sony Computer Entertainment",1.25,63,"M",FALSE
"477","X360","Racing","Electronic Arts",1.25,83,"T",FALSE
"478","PS2","Shooter","Electronic Arts",1.25,79,"M",FALSE
"479","PS3","Shooter","Ubisoft",1.25,86,"M",FALSE
"480","PS2","Action","Ubisoft",1.25,87,"T",FALSE
"481","PS2","Shooter","Sony Computer Entertainment",1.24,81,"T",FALSE
"482","PS2","Action","Namco Bandai Games",1.24,78,"E",FALSE
"483","PS2","Fighting","THQ",1.24,78,"T",FALSE
"484","XB","Action","Activision",1.24,61,"T",FALSE
"485","PS3","Action","Activision",1.24,79,"M",FALSE
"486","PS3","Sports","Electronic Arts",1.23,76,"E",FALSE
"487","PS2","Platform","Konami Digital Entertainment",1.23,32,"E",FALSE
"488","XB","Action","Microsoft Game Studios",1.23,91,"M",FALSE
"489","X360","Misc","Activision",1.23,70,"T",FALSE
"490","PS3","Racing","Electronic Arts",1.23,75,"E10+",FALSE
"491","PS3","Sports","Electronic Arts",1.23,82,"E",FALSE
"492","PS3","Role-Playing","Namco Bandai Games",1.22,78,"T",FALSE
"493","XB","Shooter","Take-Two Interactive",1.22,89,"M",FALSE
"494","PS2","Sports","Sega",1.22,89,"E",FALSE
"495","PS2","Racing","THQ",1.21,71,"E",FALSE
"496","XB","Misc","Microsoft Game Studios",1.21,70,"E",FALSE
"497","XB","Shooter","Activision",1.21,73,"T",FALSE
"498","PS2","Platform","Sony Computer Entertainment",1.21,86,"E",FALSE
"499","PS3","Fighting","Namco Bandai Games",1.21,76,"T",FALSE
"500","PS3","Shooter","Electronic Arts",1.21,75,"T",FALSE
"501","PS3","Action","Sega",1.21,87,"M",FALSE
"502","PS2","Sports","Electronic Arts",1.2,92,"E",FALSE
"503","X360","Misc","Ubisoft",1.18,77,"E10+",FALSE
"504","PS3","Action","Namco Bandai Games",1.18,64,"T",FALSE
"505","PS2","Shooter","Activision",1.17,77,"M",FALSE
"506","PS2","Platform","Electronic Arts",1.17,70,"E",FALSE
"507","PS3","Fighting","THQ",1.17,72,"T",FALSE
"508","PC","Action","Take-Two Interactive",1.17,96,"M",FALSE
"509","PS3","Fighting","THQ",1.17,81,"T",FALSE
"510","XB","Shooter","Electronic Arts",1.17,65,"T",FALSE
"511","PS3","Shooter","Electronic Arts",1.17,74,"M",FALSE
"512","PC","Strategy","Electronic Arts",1.17,84,"E10+",TRUE
"513","PS2","Racing","Take-Two Interactive",1.16,85,"E10+",FALSE
"514","PS2","Shooter","Ubisoft",1.16,70,"T",FALSE
"515","X360","Platform","Electronic Arts",1.16,79,"T",FALSE
"516","PS3","Platform","Sega",1.16,43,"E10+",FALSE
"517","PS2","Racing","Electronic Arts",1.16,85,"E",FALSE
"518","X360","Sports","Ubisoft",1.16,77,"E",FALSE
"519","PC","Simulation","Sega",1.15,83,"E",FALSE
"520","X360","Action","Electronic Arts",1.15,53,"M",FALSE
"521","PC","Shooter","Activision",1.15,92,"M",FALSE
"522","PS2","Platform","THQ",1.15,68,"E",FALSE
"523","PS2","Action","Activision",1.14,79,"M",FALSE
"524","PS2","Action","Sony Computer Entertainment",1.14,91,"T",FALSE
"525","PS3","Sports","Take-Two Interactive",1.14,74,"T",FALSE
"526","PS3","Action","Activision",1.14,65,"T",FALSE
"527","PS2","Simulation","Konami Digital Entertainment",1.14,76,"E10+",FALSE
"528","XB","Action","Electronic Arts",1.14,84,"T",FALSE
"529","PS3","Sports","Sony Computer Entertainment",1.14,81,"E",FALSE
"530","XB","Simulation","Microsoft Game Studios",1.13,87,"T",FALSE
"531","XB","Shooter","Ubisoft",1.13,84,"M",FALSE
"532","PS3","Platform","Electronic Arts",1.13,79,"T",FALSE
"533","X360","Misc","Activision",1.13,85,"T",FALSE
"534","PS3","Misc","Sony Computer Entertainment",1.13,82,"T",TRUE
"535","PS2","Racing","Activision",1.12,57,"E",FALSE
"536","PS3","Racing","Sony Computer Entertainment",1.12,82,"E",FALSE
"537","PS3","Misc","Ubisoft",1.12,80,"T",FALSE
"538","XB","Shooter","Activision",1.12,78,"T",TRUE
"539","X360","Misc","Ubisoft",1.12,77,"T",FALSE
"540","PS2","Misc","Activision",1.12,71,"T",TRUE
"541","PS3","Action","Sega",1.12,79,"M",FALSE
"542","XB","Action","Activision",1.12,83,"T",FALSE
"543","X360","Shooter","Microsoft Game Studios",1.12,70,"M",FALSE
"544","X360","Action","Electronic Arts",1.11,79,"M",TRUE
"545","XB","Shooter","Microsoft Game Studios",1.11,74,"M",FALSE
"546","PS3","Fighting","Electronic Arts",1.11,84,"M",FALSE
"547","PS2","Misc","Electronic Arts",1.11,82,"T",FALSE
"548","XB","Action","Ubisoft",1.11,94,"M",FALSE
"549","X360","Sports","Take-Two Interactive",1.11,75,"T",FALSE
"550","PS3","Action","Konami Digital Entertainment",1.1,85,"M",FALSE
"551","X360","Shooter","Electronic Arts",1.1,73,"T",FALSE
"552","X360","Sports","Electronic Arts",1.09,77,"E",FALSE
"553","PS2","Adventure","Sega",1.09,77,"M",FALSE
"554","PS3","Misc","Activision",1.09,86,"T",TRUE
"555","XB","Sports","Electronic Arts",1.09,92,"E",FALSE
"556","PS2","Action","Electronic Arts",1.09,75,"M",FALSE
"557","X360","Racing","Sega",1.09,47,"E",TRUE
"558","PS3","Fighting","THQ",1.09,74,"T",FALSE
"559","X360","Action","Electronic Arts",1.09,76,"E",TRUE
"560","X360","Sports","Electronic Arts",1.09,84,"T",FALSE
"561","PS2","Racing","Electronic Arts",1.08,88,"E",FALSE
"562","PC","Strategy","Sega",1.08,90,"T",TRUE
"563","PS3","Fighting","Sega",1.08,85,"T",FALSE
"564","PS3","Action","Electronic Arts",1.08,75,"M",FALSE
"565","PS2","Shooter","Ubisoft",1.08,58,"T",FALSE
"566","X360","Shooter","Electronic Arts",1.08,69,"E10+",FALSE
"567","PS2","Shooter","Activision",1.07,82,"T",FALSE
"568","PS3","Action","Ubisoft",1.07,85,"T",FALSE
"569","X360","Sports","Konami Digital Entertainment",1.07,76,"E",FALSE
"570","PS2","Fighting","Namco Bandai Games",1.07,86,"T",FALSE
"571","PS3","Fighting","Namco Bandai Games",1.07,75,"T",FALSE
"572","PS2","Racing","Electronic Arts",1.06,81,"E",FALSE
"573","PS3","Shooter","Electronic Arts",1.06,89,"M",FALSE
"574","X360","Misc","Activision",1.06,84,"T",FALSE
"575","X360","Action","Take-Two Interactive",1.06,80,"T",FALSE
"576","PS2","Sports","Electronic Arts",1.06,89,"E",FALSE
"577","X360","Shooter","Sega",1.06,64,"M",FALSE
"578","PS3","Action","Activision",1.06,77,"E10+",FALSE
"579","X360","Action","THQ",1.06,83,"M",FALSE
"580","X360","Shooter","Electronic Arts",1.06,72,"T",FALSE
"581","PS3","Simulation","Sony Computer Entertainment",1.06,84,"T",FALSE
"582","PS2","Sports","Sega",1.05,89,"E",FALSE
"583","XB","Racing","Electronic Arts",1.05,61,"T",FALSE
"584","XB","Racing","Microsoft Game Studios",1.05,92,"E",FALSE
"585","PS3","Sports","Sega",1.05,80,"E",FALSE
"586","PS2","Sports","Electronic Arts",1.04,81,"E",FALSE
"587","X360","Fighting","THQ",1.04,80,"T",FALSE
"588","PS2","Simulation","Konami Digital Entertainment",1.04,73,"E10+",FALSE
"589","PS3","Shooter","Sega",1.04,65,"M",FALSE
"590","X360","Platform","Sega",1.04,46,"E10+",FALSE
"591","XB","Racing","Electronic Arts",1.04,83,"T",FALSE
"592","X360","Action","Electronic Arts",1.03,71,"T",FALSE
"593","PS2","Racing","THQ",1.03,79,"E",FALSE
"594","PS3","Action","THQ",1.03,86,"T",FALSE
"595","PS3","Shooter","Ubisoft",1.03,84,"T",FALSE
"596","PS2","Sports","Electronic Arts",1.03,82,"E",FALSE
"597","PS3","Action","Activision",1.03,77,"E10+",FALSE
"598","X360","Shooter","Ubisoft",1.02,86,"T",FALSE
"599","PS3","Platform","Sega",1.02,54,"E10+",FALSE
"600","X360","Action","Activision",1.02,71,"E10+",FALSE
"601","X360","Shooter","Electronic Arts",1.02,84,"M",FALSE
"602","PS3","Platform","Activision",1.02,83,"E10+",TRUE
"603","XB","Sports","Electronic Arts",1.02,83,"E",FALSE
"604","PS2","Action","Electronic Arts",1.02,70,"E",FALSE
"605","X360","Action","Ubisoft",1.01,72,"M",FALSE
"606","X360","Action","Ubisoft",1.01,81,"T",FALSE
"607","XB","Fighting","Namco Bandai Games",1,92,"T",FALSE
"608","PS3","Platform","Ubisoft",1,87,"E10+",FALSE
"609","XB","Sports","Microsoft Game Studios",0.99,79,"E",FALSE
"610","X360","Misc","Ubisoft",0.99,79,"E10+",FALSE
"611","X360","Sports","Electronic Arts",0.99,82,"E",FALSE
"612","X360","Action","THQ",0.99,85,"T",FALSE
"613","PS3","Shooter","Ubisoft",0.99,55,"M",FALSE
"614","PS2","Action","Sony Computer Entertainment",0.99,66,"T",FALSE
"615","PS3","Misc","Activision",0.99,70,"T",FALSE
"616","PS3","Simulation","Sony Computer Entertainment",0.99,70,"E",FALSE
"617","X360","Role-Playing","Namco Bandai Games",0.99,89,"M",FALSE
"618","PS3","Role-Playing","Namco Bandai Games",0.98,77,"T",FALSE
"619","X360","Action","Electronic Arts",0.98,78,"M",FALSE
"620","X360","Action","Ubisoft",0.98,82,"M",FALSE
"621","X360","Sports","Take-Two Interactive",0.97,82,"E",FALSE
"622","XB","Sports","Electronic Arts",0.97,87,"E",FALSE
"623","PC","Action","Take-Two Interactive",0.97,93,"M",FALSE
"624","PS3","Sports","Electronic Arts",0.97,81,"E",TRUE
"625","X360","Action","Electronic Arts",0.97,82,"M",FALSE
"626","PS2","Sports","Electronic Arts",0.97,85,"E",FALSE
"627","PS2","Action","Take-Two Interactive",0.97,75,"M",FALSE
"628","XB","Sports","Electronic Arts",0.97,81,"E",FALSE
"629","PC","Role-Playing","Electronic Arts",0.97,89,"M",TRUE
"630","X360","Action","Activision",0.97,78,"E10+",TRUE
"631","PS2","Role-Playing","Sony Computer Entertainment",0.96,87,"T",FALSE
"632","PC","Shooter","Ubisoft",0.96,88,"M",FALSE
"633","PS3","Action","Electronic Arts",0.96,76,"M",FALSE
"634","PS2","Sports","Electronic Arts",0.96,85,"E",FALSE
"635","PS2","Platform","Sony Computer Entertainment",0.96,71,"M",FALSE
"636","PC","Action","Namco Bandai Games",0.96,88,"M",FALSE
"637","PS2","Action","Ubisoft",0.95,87,"M",FALSE
"638","X360","Platform","Sega",0.95,60,"E10+",FALSE
"639","PS3","Action","Sony Computer Entertainment",0.95,74,"T",FALSE
"640","PS3","Action","Konami Digital Entertainment",0.95,78,"E",TRUE
"641","PS3","Action","Sega",0.95,78,"M",FALSE
"642","PS3","Shooter","Ubisoft",0.95,79,"M",FALSE
"643","PS2","Strategy","Electronic Arts",0.95,75,"T",FALSE
"644","PS3","Racing","Ubisoft",0.95,79,"T",FALSE
"645","X360","Shooter","Electronic Arts",0.95,73,"M",FALSE
"646","PS2","Shooter","Sony Computer Entertainment",0.94,70,"M",FALSE
"647","PS2","Action","Konami Digital Entertainment",0.94,79,"M",FALSE
"648","PS3","Action","Ubisoft",0.94,84,"M",FALSE
"649","PS3","Action","Activision",0.94,77,"E10+",TRUE
"650","PS3","Fighting","THQ",0.94,78,"T",FALSE
"651","X360","Sports","Electronic Arts",0.94,83,"E",FALSE
"652","PS3","Action","Electronic Arts",0.94,83,"M",FALSE
"653","PS2","Action","Take-Two Interactive",0.94,87,"T",FALSE
"654","XB","Action","Ubisoft",0.94,92,"T",FALSE
"655","PS2","Sports","Sony Computer Entertainment",0.94,83,"E",FALSE
"656","PS2","Sports","Electronic Arts",0.93,79,"E",FALSE
"657","PS3","Fighting","Namco Bandai Games",0.93,77,"T",FALSE
"658","XB","Sports","Activision",0.93,90,"T",FALSE
"659","PS3","Role-Playing","Sony Computer Entertainment",0.93,64,"T",FALSE
"660","PS3","Misc","Sony Computer Entertainment",0.93,70,"T",FALSE
"661","X360","Action","Sega",0.93,90,"M",FALSE
"662","PS2","Sports","Sony Computer Entertainment",0.93,83,"E",FALSE
"663","X360","Misc","Activision",0.93,39,"E10+",FALSE
"664","PS3","Shooter","Ubisoft",0.93,76,"M",FALSE
"665","PC","Action","Ubisoft",0.93,80,"M",FALSE
"666","PC","Shooter","Take-Two Interactive",0.93,89,"M",FALSE
"667","PS2","Action","Konami Digital Entertainment",0.92,59,"E",FALSE
"668","X360","Sports","Electronic Arts",0.92,86,"E",FALSE
"669","PS3","Role-Playing","Ubisoft",0.92,85,"M",FALSE
"670","X360","Role-Playing","Ubisoft",0.92,82,"M",FALSE
"671","PS3","Sports","Sony Computer Entertainment",0.92,87,"E",FALSE
"672","X360","Action","Electronic Arts",0.92,73,"M",FALSE
"673","X360","Fighting","THQ",0.92,79,"T",FALSE
"674","X360","Role-Playing","Microsoft Game Studios",0.92,79,"T",FALSE
"675","PS3","Sports","Electronic Arts",0.91,78,"E",TRUE
"676","PS2","Sports","Electronic Arts",0.91,76,"T",FALSE
"677","X360","Strategy","Ubisoft",0.91,77,"T",FALSE
"678","PS3","Sports","Electronic Arts",0.91,81,"E",FALSE
"679","XB","Misc","Sega",0.91,75,"E",FALSE
"680","PS2","Sports","Electronic Arts",0.9,80,"E",FALSE
"681","X360","Role-Playing","Microsoft Game Studios",0.9,78,"T",FALSE
"682","PS2","Sports","Sony Computer Entertainment",0.9,78,"E",FALSE
"683","X360","Role-Playing","Activision",0.9,73,"T",FALSE
"684","PS2","Racing","Electronic Arts",0.9,90,"E10+",FALSE
"685","X360","Shooter","Electronic Arts",0.9,76,"M",FALSE
"686","X360","Action","Namco Bandai Games",0.9,88,"M",FALSE
"687","PS3","Shooter","THQ",0.9,70,"M",FALSE
"688","PS2","Sports","Sony Computer Entertainment",0.9,70,"E",FALSE
"689","PS3","Racing","THQ",0.9,74,"E",FALSE
"690","XB","Platform","Sega",0.9,73,"E",FALSE
"691","PS2","Platform","Activision",0.9,50,"T",FALSE
"692","XB","Shooter","Electronic Arts",0.9,71,"T",FALSE
"693","PS3","Misc","Activision",0.9,86,"T",FALSE
"694","XB","Role-Playing","Activision",0.9,82,"T",FALSE
"695","XB","Sports","Electronic Arts",0.9,85,"E",FALSE
"696","PS2","Sports","Electronic Arts",0.9,68,"E",FALSE
"697","PS3","Shooter","Sony Computer Entertainment",0.89,67,"M",FALSE
"698","PS2","Sports","Electronic Arts",0.89,83,"E",TRUE
"699","X360","Sports","Electronic Arts",0.89,77,"E",FALSE
"700","PS2","Sports","Sega",0.89,85,"E",FALSE
"701","PS3","Sports","Electronic Arts",0.89,80,"E",FALSE
"702","PS3","Action","Activision",0.89,70,"E10+",FALSE
"703","PS3","Action","Electronic Arts",0.89,79,"E",TRUE
"704","PS3","Action","Electronic Arts",0.88,71,"T",FALSE
"705","PC","Shooter","Activision",0.88,86,"M",TRUE
"706","PS3","Shooter","Ubisoft",0.88,78,"M",FALSE
"707","PS2","Action","Take-Two Interactive",0.88,84,"E",FALSE
"708","PC","Action","Take-Two Interactive",0.88,90,"M",TRUE
"709","X360","Fighting","THQ",0.88,75,"T",FALSE
"710","XB","Simulation","Microsoft Game Studios",0.87,88,"T",FALSE
"711","XB","Shooter","Ubisoft",0.87,81,"M",FALSE
"712","X360","Role-Playing","Electronic Arts",0.87,80,"M",FALSE
"713","X360","Misc","Ubisoft",0.87,63,"E10+",FALSE
"714","PS3","Action","Sony Computer Entertainment",0.87,73,"E",FALSE
"715","PS2","Sports","Activision",0.87,69,"T",FALSE
"716","X360","Shooter","THQ",0.87,85,"M",FALSE
"717","PS2","Fighting","Electronic Arts",0.87,88,"T",FALSE
"718","X360","Shooter","Ubisoft",0.87,76,"M",FALSE
"719","PS3","Shooter","Electronic Arts",0.87,77,"M",FALSE
"720","PS3","Shooter","Electronic Arts",0.87,72,"T",FALSE
"721","X360","Misc","Activision",0.86,72,"T",FALSE
"722","X360","Sports","Electronic Arts",0.85,83,"E",FALSE
"723","X360","Sports","Take-Two Interactive",0.85,81,"E",FALSE
"724","XB","Sports","Electronic Arts",0.85,88,"E",FALSE
"725","PS3","Role-Playing","Electronic Arts",0.85,81,"M",FALSE
"726","PS3","Fighting","Namco Bandai Games",0.85,82,"T",FALSE
"727","PS2","Action","THQ",0.85,65,"E",FALSE
"728","PS3","Sports","Electronic Arts",0.85,85,"E",FALSE
"729","PS3","Shooter","Electronic Arts",0.85,74,"M",FALSE
"730","PS3","Action","THQ",0.84,84,"M",FALSE
"731","PS3","Role-Playing","Namco Bandai Games",0.84,71,"T",FALSE
"732","PS3","Action","Sony Computer Entertainment",0.84,78,"T",FALSE
"733","PS3","Sports","Take-Two Interactive",0.84,83,"E",FALSE
"734","PS3","Sports","Electronic Arts",0.84,84,"T",FALSE
"735","PS2","Role-Playing","Sony Computer Entertainment",0.84,83,"T",FALSE
"736","PS2","Sports","Sega",0.84,86,"E",FALSE
"737","PS3","Sports","Electronic Arts",0.84,77,"E",FALSE
"738","PS2","Action","THQ",0.83,75,"T",FALSE
"739","PS3","Shooter","Namco Bandai Games",0.83,60,"T",FALSE
"740","X360","Shooter","Take-Two Interactive",0.83,49,"M",FALSE
"741","PS3","Sports","Electronic Arts",0.83,82,"E",TRUE
"742","XB","Shooter","Microsoft Game Studios",0.83,77,"M",FALSE
"743","PS3","Sports","Electronic Arts",0.83,78,"E",FALSE
"744","PS2","Platform","Sony Computer Entertainment",0.83,83,"E10+",FALSE
"745","X360","Strategy","Take-Two Interactive",0.83,84,"E10+",FALSE
"746","PS3","Action","Electronic Arts",0.83,82,"M",TRUE
"747","XB","Shooter","Electronic Arts",0.82,78,"T",FALSE
"748","PS2","Role-Playing","Activision",0.82,81,"T",FALSE
"749","X360","Misc","Activision",0.82,86,"T",FALSE
"750","XB","Racing","Electronic Arts",0.82,75,"E",FALSE
"751","XB","Sports","Microsoft Game Studios",0.82,78,"E",FALSE
"752","X360","Misc","Microsoft Game Studios",0.81,86,"T",FALSE
"753","X360","Sports","Ubisoft",0.81,60,"T",FALSE
"754","X360","Sports","Konami Digital Entertainment",0.81,78,"E",FALSE
"755","PS2","Shooter","Ubisoft",0.81,70,"M",FALSE
"756","PS3","Sports","Electronic Arts",0.81,80,"E",FALSE
"757","PS3","Misc","Activision",0.81,74,"T",FALSE
"758","PS2","Simulation","Electronic Arts",0.81,75,"T",TRUE
"759","PS3","Fighting","Namco Bandai Games",0.81,60,"T",FALSE
"760","PS2","Action","Sega",0.8,75,"M",FALSE
"761","XB","Action","Ubisoft",0.8,83,"M",FALSE
"762","X360","Misc","Activision",0.8,84,"T",FALSE
"763","PS2","Misc","Activision",0.79,71,"T",FALSE
"764","X360","Action","THQ",0.79,83,"M",FALSE
"765","X360","Racing","Electronic Arts",0.79,76,"E10+",TRUE
"766","X360","Action","Activision",0.79,74,"M",FALSE
"767","PS2","Simulation","Ubisoft",0.79,78,"T",FALSE
"768","X360","Action","Electronic Arts",0.79,65,"M",FALSE
"769","X360","Misc","Activision",0.79,76,"E10+",TRUE
"770","PS2","Sports","Electronic Arts",0.79,83,"E",FALSE
"771","XB","Sports","Electronic Arts",0.79,82,"E",FALSE
"772","PS3","Sports","Take-Two Interactive",0.78,55,"T",TRUE
"773","X360","Role-Playing","Microsoft Game Studios",0.78,65,"T",FALSE
"774","PS3","Sports","Electronic Arts",0.78,81,"E",FALSE
"775","X360","Action","Ubisoft",0.78,85,"M",FALSE
"776","X360","Fighting","Namco Bandai Games",0.78,74,"T",FALSE
"777","X360","Fighting","Electronic Arts",0.78,86,"M",FALSE
"778","PS3","Strategy","Take-Two Interactive",0.78,85,"E10+",FALSE
"779","PS2","Sports","Take-Two Interactive",0.78,81,"E",FALSE
"780","PS3","Shooter","Activision",0.78,72,"T",FALSE
"781","X360","Platform","Ubisoft",0.78,87,"E10+",FALSE
"782","X360","Shooter","Sega",0.77,48,"M",FALSE
"783","X360","Misc","Microsoft Game Studios",0.77,71,"T",FALSE
"784","X360","Shooter","Microsoft Game Studios",0.77,81,"M",FALSE
"785","PS2","Fighting","Electronic Arts",0.77,53,"T",FALSE
"786","X360","Sports","THQ",0.77,70,"E",FALSE
"787","PS3","Fighting","Namco Bandai Games",0.77,57,"T",FALSE
"788","PS2","Platform","Sega",0.76,66,"E10+",FALSE
"789","PS2","Shooter","Sony Computer Entertainment",0.76,65,"M",FALSE
"790","PS3","Shooter","Take-Two Interactive",0.76,51,"M",FALSE
"791","PS2","Platform","THQ",0.75,67,"E",FALSE
"792","PS3","Action","Sony Computer Entertainment",0.75,55,"T",FALSE
"793","X360","Sports","Take-Two Interactive",0.75,81,"E",FALSE
"794","PS3","Misc","Activision",0.75,86,"T",FALSE
"795","PS3","Fighting","Namco Bandai Games",0.75,81,"T",FALSE
"796","PS2","Action","Activision",0.75,69,"E",FALSE
"797","PS2","Shooter","Konami Digital Entertainment",0.75,78,"M",FALSE
"798","XB","Sports","Activision",0.75,83,"T",FALSE
"799","PS2","Sports","Electronic Arts",0.75,76,"E",FALSE
"800","PS3","Action","Electronic Arts",0.74,54,"T",FALSE
"801","PS3","Misc","Activision",0.74,76,"E10+",FALSE
"802","PS3","Action","Electronic Arts",0.74,67,"M",FALSE
"803","X360","Role-Playing","Namco Bandai Games",0.74,91,"T",FALSE
"804","PC","Action","Ubisoft",0.74,80,"M",FALSE
"805","PS3","Action","Activision",0.74,79,"M",FALSE
"806","XB","Racing","Take-Two Interactive",0.74,84,"E10+",FALSE
"807","PS3","Shooter","THQ",0.74,85,"M",FALSE
"808","PS3","Action","Namco Bandai Games",0.74,77,"T",FALSE
"809","PC","Action","Electronic Arts",0.74,86,"M",FALSE
"810","PS3","Sports","Sony Computer Entertainment",0.74,87,"E",FALSE
"811","PS3","Role-Playing","Activision",0.73,74,"T",FALSE
"812","PC","Role-Playing","Electronic Arts",0.73,85,"M",TRUE
"813","PS3","Role-Playing","Sega",0.73,72,"T",FALSE
"814","PS3","Sports","Electronic Arts",0.73,79,"E",FALSE
"815","X360","Sports","Electronic Arts",0.73,88,"E10+",FALSE
"816","X360","Sports","Electronic Arts",0.73,79,"E",FALSE
"817","XB","Strategy","THQ",0.73,84,"M",FALSE
"818","PS2","Puzzle","Namco Bandai Games",0.73,86,"E",FALSE
"819","PS3","Fighting","Namco Bandai Games",0.73,74,"T",FALSE
"820","PS2","Action","Activision",0.72,74,"T",FALSE
"821","PC","Strategy","Sega",0.72,76,"T",TRUE
"822","PS2","Sports","Electronic Arts",0.72,68,"E",FALSE
"823","XB","Shooter","Electronic Arts",0.72,73,"M",FALSE
"824","PS2","Sports","Electronic Arts",0.72,79,"E",FALSE
"825","PS3","Sports","Sony Computer Entertainment",0.72,90,"E",FALSE
"826","X360","Shooter","Take-Two Interactive",0.72,74,"M",FALSE
"827","PC","Role-Playing","Namco Bandai Games",0.72,93,"M",FALSE
"828","PS2","Simulation","Namco Bandai Games",0.72,66,"T",FALSE
"829","PS3","Sports","Sony Computer Entertainment",0.72,91,"E",FALSE
"830","X360","Racing","THQ",0.72,75,"E",FALSE
"831","PS3","Racing","Activision",0.72,81,"E10+",FALSE
"832","PC","Shooter","Electronic Arts",0.72,87,"M",FALSE
"833","XB","Action","Electronic Arts",0.71,79,"T",FALSE
