"","Platform","Genre","Publisher","Global_Sales","Critic_Score","Rating","Is_Fiasco"
"834","XB","Sports","Electronic Arts",0.71,92,"E",FALSE
"835","X360","Sports","Electronic Arts",0.71,86,"T",FALSE
"836","PC","Strategy","Take-Two Interactive",0.71,89,"M",FALSE
"837","PS2","Fighting","Sega",0.71,93,"T",FALSE
"838","PC","Shooter","Electronic Arts",0.71,91,"M",FALSE
"839","PS2","Action","Konami Digital Entertainment",0.71,85,"M",FALSE
"840","PS2","Action","THQ",0.71,49,"E",FALSE
"841","X360","Sports","Electronic Arts",0.71,77,"E",FALSE
"842","X360","Sports","Electronic Arts",0.71,83,"E",FALSE
"843","XB","Shooter","Activision",0.71,77,"M",FALSE
"844","X360","Sports","Electronic Arts",0.7,82,"E",FALSE
"845","X360","Sports","Electronic Arts",0.7,81,"E",FALSE
"846","XB","Action","Activision",0.7,58,"T",FALSE
"847","PS2","Shooter","Sony Computer Entertainment",0.7,73,"T",FALSE
"848","XB","Role-Playing","Microsoft Game Studios",0.7,89,"M",FALSE
"849","X360","Sports","Electronic Arts",0.7,86,"E10+",FALSE
"850","PS2","Racing","Electronic Arts",0.7,66,"E",FALSE
"851","PS2","Simulation","Namco Bandai Games",0.7,58,"T",FALSE
"852","PS3","Sports","Sony Computer Entertainment",0.7,85,"E",FALSE
"853","X360","Simulation","Konami Digital Entertainment",0.7,43,"T",FALSE
"854","X360","Racing","Ubisoft",0.7,80,"T",FALSE
"855","PS3","Shooter","Activision",0.7,65,"T",FALSE
"856","XB","Shooter","Microsoft Game Studios",0.69,89,"M",FALSE
"857","X360","Sports","Ubisoft",0.69,40,"T",FALSE
"858","PS3","Action","Ubisoft",0.69,75,"T",FALSE
"859","PC","Simulation","Electronic Arts",0.69,77,"T",FALSE
"860","PS3","Sports","Take-Two Interactive",0.69,82,"E",FALSE
"861","XB","Sports","Electronic Arts",0.68,89,"E",FALSE
"862","X360","Racing","THQ",0.68,70,"E",FALSE
"863","XB","Sports","Electronic Arts",0.68,89,"E",FALSE
"864","PS3","Platform","Sony Computer Entertainment",0.68,85,"E10+",FALSE
"865","PS2","Action","Ubisoft",0.68,85,"M",FALSE
"866","PS3","Action","Sega",0.68,42,"T",FALSE
"867","XB","Sports","Electronic Arts",0.68,80,"E",FALSE
"868","XB","Fighting","Electronic Arts",0.68,85,"T",FALSE
"869","XB","Shooter","Activision",0.67,84,"M",FALSE
"870","PS3","Platform","Activision",0.67,60,"T",FALSE
"871","PC","Role-Playing","Electronic Arts",0.67,89,"M",FALSE
"872","XB","Shooter","Activision",0.67,78,"T",FALSE
"873","XB","Sports","Electronic Arts",0.66,81,"E",FALSE
"874","PS3","Simulation","Ubisoft",0.66,67,"T",FALSE
"875","PS2","Sports","Activision",0.66,65,"T",FALSE
"876","PS3","Shooter","Take-Two Interactive",0.66,80,"M",FALSE
"877","PS2","Sports","Sony Computer Entertainment",0.66,61,"E",FALSE
"878","PS2","Sports","Electronic Arts",0.66,74,"E",FALSE
"879","X360","Action","Konami Digital Entertainment",0.66,83,"M",FALSE
"880","X360","Sports","Electronic Arts",0.66,88,"E10+",FALSE
"881","X360","Sports","Electronic Arts",0.66,83,"E10+",FALSE
"882","PC","Strategy","Sega",0.66,81,"T",FALSE
"883","PC","Shooter","Take-Two Interactive",0.66,94,"M",FALSE
"884","PS3","Strategy","Ubisoft",0.66,76,"T",FALSE
"885","PS2","Role-Playing","Konami Digital Entertainment",0.66,63,"T",FALSE
"886","PS3","Action","Namco Bandai Games",0.66,71,"T",FALSE
"887","XB","Shooter","Ubisoft",0.66,88,"M",FALSE
"888","PS2","Action","Activision",0.65,73,"E10+",FALSE
"889","PS3","Sports","Ubisoft",0.65,63,"T",FALSE
"890","X360","Misc","Microsoft Game Studios",0.65,76,"T",FALSE
"891","PS2","Racing","Ubisoft",0.65,47,"T",FALSE
"892","PS3","Sports","Electronic Arts",0.65,82,"E",FALSE
"893","X360","Sports","Electronic Arts",0.65,84,"E",FALSE
"894","PS2","Action","Electronic Arts",0.65,68,"E10+",FALSE
"895","X360","Sports","Electronic Arts",0.65,80,"E",FALSE
"896","PC","Action","Ubisoft",0.64,84,"M",FALSE
"897","XB","Shooter","Take-Two Interactive",0.64,84,"M",FALSE
"898","PS2","Shooter","Electronic Arts",0.64,60,"T",FALSE
"899","X360","Sports","Take-Two Interactive",0.64,50,"T",FALSE
"900","XB","Shooter","Electronic Arts",0.64,83,"T",FALSE
"901","PS2","Platform","Activision",0.64,58,"T",FALSE
"902","XB","Sports","Electronic Arts",0.64,79,"E",FALSE
"903","PC","Sports","Sega",0.64,85,"E",TRUE
"904","X360","Racing","THQ",0.64,75,"T",FALSE
"905","X360","Fighting","Namco Bandai Games",0.64,57,"T",FALSE
"906","PS3","Sports","Electronic Arts",0.64,84,"E10+",FALSE
"907","PS2","Platform","Activision",0.64,63,"E",FALSE
"908","PS2","Role-Playing","Activision",0.63,82,"T",FALSE
"909","PC","Action","Electronic Arts",0.63,82,"M",TRUE
"910","XB","Sports","Activision",0.63,78,"T",FALSE
"911","PS3","Sports","Electronic Arts",0.63,73,"E",FALSE
"912","XB","Sports","Electronic Arts",0.63,88,"E",FALSE
"913","X360","Action","Electronic Arts",0.63,55,"T",FALSE
"914","PC","Shooter","Ubisoft",0.63,80,"M",FALSE
"915","PS2","Racing","Electronic Arts",0.63,78,"E",FALSE
"916","PS3","Role-Playing","Sony Computer Entertainment",0.63,60,"T",FALSE
"917","X360","Racing","THQ",0.63,68,"T",FALSE
"918","PS3","Shooter","Activision",0.63,71,"M",FALSE
"919","X360","Shooter","Activision",0.63,32,"M",FALSE
"920","PC","Simulation","Electronic Arts",0.63,70,"T",TRUE
"921","PS2","Platform","Sony Computer Entertainment",0.63,82,"E",FALSE
"922","PS3","Racing","Sega",0.63,75,"E",FALSE
"923","PS2","Sports","Electronic Arts",0.63,82,"E",TRUE
"924","X360","Action","Sega",0.63,80,"M",FALSE
"925","PC","Shooter","Electronic Arts",0.63,76,"M",FALSE
"926","PS3","Sports","Activision",0.63,76,"T",FALSE
"927","X360","Strategy","Take-Two Interactive",0.62,90,"M",FALSE
"928","XB","Action","Konami Digital Entertainment",0.62,87,"M",FALSE
"929","XB","Sports","Activision",0.62,77,"T",FALSE
"930","PS2","Role-Playing","Ubisoft",0.62,78,"T",FALSE
"931","XB","Sports","Electronic Arts",0.62,89,"E",FALSE
"932","PS2","Platform","THQ",0.62,71,"E",FALSE
"933","PS3","Misc","Ubisoft",0.62,75,"E10+",FALSE
"934","PS3","Misc","Activision",0.62,86,"T",FALSE
"935","X360","Action","Ubisoft",0.62,74,"T",FALSE
"936","X360","Sports","Electronic Arts",0.62,80,"E",FALSE
"937","X360","Platform","THQ",0.62,50,"E",FALSE
"938","PS3","Sports","Electronic Arts",0.61,73,"E",TRUE
"939","PS3","Sports","Take-Two Interactive",0.61,82,"E",FALSE
"940","XB","Sports","Microsoft Game Studios",0.61,72,"E",FALSE
"941","PS2","Shooter","Namco Bandai Games",0.61,81,"T",FALSE
"942","PS3","Shooter","Sega",0.61,84,"M",FALSE
"943","XB","Shooter","Electronic Arts",0.61,90,"M",FALSE
"944","X360","Sports","Activision",0.61,46,"E10+",FALSE
"945","PS3","Shooter","Take-Two Interactive",0.61,77,"M",FALSE
"946","X360","Sports","Konami Digital Entertainment",0.61,79,"E",FALSE
"947","PS3","Fighting","Namco Bandai Games",0.61,58,"T",FALSE
"948","PS2","Platform","Sega",0.6,45,"E10+",FALSE
"949","PS3","Shooter","Sega",0.6,43,"M",FALSE
"950","PS3","Shooter","Sega",0.6,64,"M",FALSE
"951","XB","Fighting","Electronic Arts",0.6,88,"T",FALSE
"952","PS2","Sports","Take-Two Interactive",0.6,72,"E",FALSE
"953","PS2","Platform","Sony Computer Entertainment",0.6,61,"E10+",FALSE
"954","X360","Shooter","Ubisoft",0.6,77,"M",FALSE
"955","X360","Fighting","Ubisoft",0.6,32,"T",FALSE
"956","PS2","Racing","Ubisoft",0.6,63,"E",FALSE
"957","PS2","Action","THQ",0.6,52,"M",FALSE
"958","PC","Strategy","Sega",0.6,90,"T",FALSE
"959","PS2","Racing","THQ",0.59,62,"E",FALSE
"960","X360","Misc","Electronic Arts",0.59,56,"E",FALSE
"961","PS3","Sports","Activision",0.59,44,"E10+",TRUE
"962","PC","Action","Electronic Arts",0.59,86,"M",FALSE
"963","PS3","Sports","Electronic Arts",0.59,88,"E10+",FALSE
"964","PS3","Action","Sega",0.59,83,"M",FALSE
"965","PS2","Sports","Electronic Arts",0.59,73,"E",FALSE
"966","XB","Sports","Electronic Arts",0.59,90,"E",FALSE
"967","PC","Action","Ubisoft",0.59,88,"M",FALSE
"968","XB","Sports","Microsoft Game Studios",0.59,73,"M",FALSE
"969","PS2","Action","Konami Digital Entertainment",0.59,77,"M",FALSE
"970","X360","Racing","Activision",0.59,82,"E10+",FALSE
"971","X360","Sports","Electronic Arts",0.59,74,"E",TRUE
"972","PS3","Action","Konami Digital Entertainment",0.59,66,"M",FALSE
"973","X360","Action","Ubisoft",0.59,80,"T",FALSE
"974","PS3","Fighting","Sony Computer Entertainment",0.59,48,"T",FALSE
"975","X360","Fighting","Namco Bandai Games",0.58,77,"T",FALSE
"976","X360","Action","Ubisoft",0.58,55,"T",FALSE
"977","PS2","Role-Playing","Electronic Arts",0.58,73,"T",FALSE
"978","PS3","Sports","Electronic Arts",0.58,81,"E",FALSE
"979","PS3","Sports","Sony Computer Entertainment",0.58,90,"E",FALSE
"980","X360","Adventure","Microsoft Game Studios",0.58,68,"E",FALSE
"981","X360","Action","Ubisoft",0.58,73,"T",FALSE
"982","PS3","Adventure","Electronic Arts",0.58,70,"M",FALSE
"983","X360","Sports","Take-Two Interactive",0.58,84,"E",FALSE
"984","PS3","Sports","Electronic Arts",0.58,86,"E10+",FALSE
"985","XB","Action","Ubisoft",0.58,85,"M",FALSE
"986","PS3","Fighting","Namco Bandai Games",0.58,71,"T",FALSE
"987","PS2","Shooter","Konami Digital Entertainment",0.58,78,"T",FALSE
"988","PS3","Platform","Ubisoft",0.58,91,"E10+",FALSE
"989","PS2","Action","Namco Bandai Games",0.58,52,"T",FALSE
"990","PS2","Sports","Electronic Arts",0.58,78,"E10+",FALSE
"991","XB","Shooter","Ubisoft",0.57,85,"M",TRUE
"992","PS2","Role-Playing","Namco Bandai Games",0.57,78,"T",FALSE
"993","PS3","Strategy","Take-Two Interactive",0.57,89,"M",FALSE
"994","PC","Simulation","Electronic Arts",0.57,81,"T",FALSE
"995","X360","Action","Sega",0.57,45,"T",FALSE
"996","PS2","Fighting","Namco Bandai Games",0.57,73,"T",FALSE
"997","PS3","Sports","Electronic Arts",0.57,88,"E10+",FALSE
"998","XB","Shooter","Microsoft Game Studios",0.57,71,"T",FALSE
"999","PS2","Sports","Electronic Arts",0.57,77,"E",FALSE
"1000","XB","Racing","Activision",0.57,74,"T",TRUE
"1001","XB","Platform","THQ",0.57,70,"E",FALSE
"1002","X360","Platform","Activision",0.57,63,"T",FALSE
"1003","XB","Racing","Microsoft Game Studios",0.57,87,"E",FALSE
"1004","PS3","Action","Take-Two Interactive",0.57,75,"E",FALSE
"1005","PS2","Shooter","Ubisoft",0.57,73,"M",FALSE
"1006","PC","Shooter","Electronic Arts",0.56,86,"M",TRUE
"1007","PS2","Sports","Electronic Arts",0.56,66,"E10+",FALSE
"1008","XB","Simulation","Electronic Arts",0.56,81,"T",FALSE
"1009","PS2","Sports","Electronic Arts",0.56,63,"E",FALSE
"1010","X360","Shooter","THQ",0.56,76,"M",FALSE
"1011","X360","Action","Take-Two Interactive",0.56,78,"E",FALSE
"1012","PS2","Sports","Activision",0.56,55,"T",FALSE
"1013","XB","Shooter","Electronic Arts",0.56,80,"T",FALSE
"1014","PS3","Action","Ubisoft",0.56,74,"T",FALSE
"1015","XB","Fighting","THQ",0.56,68,"T",FALSE
"1016","PS2","Action","Take-Two Interactive",0.56,67,"M",FALSE
"1017","PS2","Action","Electronic Arts",0.56,64,"T",FALSE
"1018","X360","Sports","Activision",0.56,72,"T",FALSE
"1019","X360","Shooter","Activision",0.56,72,"M",FALSE
"1020","XB","Platform","Microsoft Game Studios",0.56,71,"E",FALSE
"1021","PS2","Sports","Sega",0.56,91,"E",FALSE
"1022","XB","Sports","Take-Two Interactive",0.56,81,"E",FALSE
"1023","X360","Action","Ubisoft",0.56,58,"E10+",FALSE
"1024","X360","Shooter","THQ",0.56,75,"T",FALSE
"1025","PS2","Racing","THQ",0.56,76,"E",FALSE
"1026","XB","Sports","Electronic Arts",0.56,88,"E",FALSE
"1027","PS3","Action","Sony Computer Entertainment",0.55,84,"M",FALSE
"1028","PS2","Action","Konami Digital Entertainment",0.55,94,"M",FALSE
"1029","PS3","Action","Namco Bandai Games",0.55,80,"T",FALSE
"1030","XB","Fighting","THQ",0.55,68,"T",FALSE
"1031","PS2","Action","Sony Computer Entertainment",0.55,67,"M",FALSE
"1032","PS2","Adventure","Ubisoft",0.55,68,"T",FALSE
"1033","XB","Sports","Activision",0.55,93,"T",FALSE
"1034","PS3","Sports","Take-Two Interactive",0.55,81,"E",FALSE
"1035","PC","Action","Ubisoft",0.55,70,"M",TRUE
"1036","X360","Racing","THQ",0.55,63,"E",FALSE
"1037","XB","Platform","Activision",0.55,72,"E",FALSE
"1038","PC","Action","Ubisoft",0.55,86,"M",FALSE
"1039","X360","Misc","Microsoft Game Studios",0.55,70,"T",FALSE
"1040","PS2","Racing","Sony Computer Entertainment",0.55,76,"T",FALSE
"1041","XB","Shooter","Take-Two Interactive",0.55,74,"M",FALSE
"1042","PS2","Action","Sega",0.54,47,"T",FALSE
"1043","PS3","Shooter","Take-Two Interactive",0.54,77,"M",FALSE
"1044","XB","Platform","THQ",0.54,74,"E",FALSE
"1045","PS3","Sports","Electronic Arts",0.54,80,"E10+",FALSE
"1046","PS3","Fighting","THQ",0.54,70,"T",FALSE
"1047","X360","Sports","Electronic Arts",0.54,80,"E",FALSE
"1048","XB","Simulation","Konami Digital Entertainment",0.54,82,"E",FALSE
"1049","X360","Action","Namco Bandai Games",0.54,82,"T",FALSE
"1050","PS3","Sports","Electronic Arts",0.54,75,"E",FALSE
"1051","XB","Fighting","Electronic Arts",0.54,84,"M",FALSE
"1052","PS3","Sports","Electronic Arts",0.54,81,"E",FALSE
"1053","X360","Shooter","THQ",0.54,77,"M",FALSE
"1054","XB","Shooter","Activision",0.54,74,"T",FALSE
"1055","PS2","Sports","Sega",0.54,89,"E",FALSE
"1056","X360","Fighting","Namco Bandai Games",0.54,55,"T",FALSE
"1057","PS2","Platform","Activision",0.54,58,"E10+",FALSE
"1058","X360","Sports","Electronic Arts",0.54,81,"E10+",TRUE
"1059","PS2","Fighting","Sony Computer Entertainment",0.54,80,"T",FALSE
"1060","PS3","Shooter","Namco Bandai Games",0.54,58,"T",FALSE
"1061","PS2","Shooter","Namco Bandai Games",0.53,81,"T",FALSE
"1062","PS2","Sports","Electronic Arts",0.53,78,"E",FALSE
"1063","PS2","Sports","Electronic Arts",0.53,78,"E",FALSE
"1064","PC","Shooter","Activision",0.53,91,"T",TRUE
"1065","XB","Action","Ubisoft",0.53,82,"T",FALSE
"1066","XB","Racing","Electronic Arts",0.53,89,"E10+",FALSE
"1067","XB","Shooter","Electronic Arts",0.53,72,"T",FALSE
"1068","PS2","Platform","Electronic Arts",0.53,71,"E",FALSE
"1069","PS2","Sports","Sony Computer Entertainment",0.53,63,"E",FALSE
"1070","PC","Strategy","Activision",0.53,88,"T",FALSE
"1071","PS2","Action","Take-Two Interactive",0.53,69,"T",FALSE
"1072","PS2","Racing","THQ",0.53,68,"T",FALSE
"1073","PS2","Action","Take-Two Interactive",0.53,84,"M",FALSE
"1074","PS3","Shooter","Electronic Arts",0.53,83,"M",FALSE
"1075","PS2","Shooter","Activision",0.53,66,"M",FALSE
"1076","PS3","Misc","Ubisoft",0.52,66,"E10+",FALSE
"1077","PS3","Racing","THQ",0.52,76,"T",FALSE
"1078","X360","Sports","Electronic Arts",0.52,79,"E",FALSE
"1079","PS2","Action","Sega",0.52,46,"E10+",FALSE
"1080","PS2","Action","Konami Digital Entertainment",0.52,87,"M",FALSE
"1081","X360","Sports","Electronic Arts",0.52,73,"E",FALSE
"1082","PS2","Puzzle","Electronic Arts",0.52,86,"E",FALSE
"1083","XB","Sports","Electronic Arts",0.52,90,"E",FALSE
"1084","PS3","Sports","Electronic Arts",0.52,76,"E",TRUE
"1085","PS3","Sports","Electronic Arts",0.52,75,"E",FALSE
"1086","PS3","Misc","Sony Computer Entertainment",0.52,65,"T",TRUE
"1087","PS2","Shooter","Electronic Arts",0.52,81,"T",FALSE
"1088","XB","Shooter","Activision",0.52,79,"M",FALSE
"1089","PS2","Action","THQ",0.52,68,"M",FALSE
"1090","PS2","Sports","Electronic Arts",0.52,80,"E",FALSE
"1091","PC","Simulation","Electronic Arts",0.52,78,"T",FALSE
"1092","PS3","Action","Activision",0.51,76,"E10+",FALSE
"1093","PS2","Misc","Sony Computer Entertainment",0.51,47,"E",FALSE
"1094","PS3","Action","Sony Computer Entertainment",0.51,53,"T",FALSE
"1095","PS2","Role-Playing","THQ",0.51,74,"T",FALSE
"1096","PS3","Shooter","Activision",0.51,34,"M",FALSE
"1097","X360","Sports","Take-Two Interactive",0.51,76,"E",FALSE
"1098","PS3","Action","THQ",0.51,55,"E",FALSE
"1099","XB","Sports","Electronic Arts",0.51,85,"E",FALSE
"1100","PS2","Simulation","Namco Bandai Games",0.51,75,"T",FALSE
"1101","PC","Role-Playing","Electronic Arts",0.51,91,"M",FALSE
"1102","PS2","Sports","Electronic Arts",0.51,76,"E10+",TRUE
"1103","X360","Fighting","Namco Bandai Games",0.51,56,"T",FALSE
"1104","X360","Fighting","Namco Bandai Games",0.51,70,"T",FALSE
"1105","PS2","Sports","Take-Two Interactive",0.51,71,"E",TRUE
"1106","PS2","Action","Konami Digital Entertainment",0.51,76,"M",FALSE
"1107","X360","Sports","Electronic Arts",0.51,77,"E",TRUE
"1108","X360","Action","Electronic Arts",0.51,73,"M",FALSE
"1109","PS2","Racing","Sega",0.5,55,"E",FALSE
"1110","X360","Sports","Electronic Arts",0.5,88,"E10+",FALSE
"1111","X360","Fighting","THQ",0.5,81,"T",FALSE
"1112","XB","Racing","Take-Two Interactive",0.5,86,"T",FALSE
"1113","PS3","Action","Ubisoft",0.5,54,"T",FALSE
"1114","PS2","Misc","Activision",0.5,75,"E",FALSE
"1115","X360","Action","Konami Digital Entertainment",0.5,78,"E",FALSE
"1116","PS3","Strategy","Ubisoft",0.5,76,"T",FALSE
"1117","X360","Shooter","Activision",0.5,72,"T",FALSE
"1118","PS2","Simulation","Activision",0.5,81,"T",FALSE
"1119","X360","Sports","Take-Two Interactive",0.5,68,"E",FALSE
"1120","X360","Simulation","Konami Digital Entertainment",0.5,65,"E10+",FALSE
"1121","X360","Racing","Electronic Arts",0.5,89,"E10+",FALSE
"1122","PS2","Action","THQ",0.5,65,"E",FALSE
"1123","X360","Sports","Electronic Arts",0.5,80,"E",FALSE
"1124","PS2","Racing","THQ",0.5,80,"E",FALSE
"1125","PS2","Action","Activision",0.5,67,"E10+",FALSE
"1126","PS2","Action","Activision",0.5,64,"T",FALSE
"1127","X360","Adventure","Electronic Arts",0.5,70,"M",FALSE
"1128","PS3","Action","Namco Bandai Games",0.49,54,"T",FALSE
"1129","X360","Sports","Activision",0.49,81,"T",FALSE
"1130","XB","Shooter","Electronic Arts",0.49,61,"T",FALSE
"1131","X360","Action","Namco Bandai Games",0.49,78,"T",FALSE
"1132","PC","Shooter","Electronic Arts",0.49,72,"M",FALSE
"1133","PS2","Role-Playing","Namco Bandai Games",0.49,72,"T",FALSE
"1134","PS2","Action","Activision",0.48,56,"E10+",FALSE
"1135","PC","Action","Ubisoft",0.48,85,"M",TRUE
"1136","XB","Sports","Electronic Arts",0.48,78,"E",FALSE
"1137","X360","Misc","Microsoft Game Studios",0.48,55,"E",FALSE
"1138","X360","Misc","Microsoft Game Studios",0.48,73,"T",FALSE
"1139","PS3","Racing","Sony Computer Entertainment",0.48,77,"T",FALSE
"1140","X360","Sports","Electronic Arts",0.48,80,"E",FALSE
"1141","PS3","Action","Electronic Arts",0.48,72,"M",FALSE
"1142","X360","Action","Konami Digital Entertainment",0.48,82,"M",FALSE
"1143","PS2","Strategy","Electronic Arts",0.48,82,"E",FALSE
"1144","XB","Sports","Electronic Arts",0.48,81,"E",TRUE
"1145","X360","Sports","Electronic Arts",0.48,72,"E",FALSE
"1146","PS2","Puzzle","Sony Computer Entertainment",0.47,72,"E",FALSE
"1147","PS2","Fighting","Activision",0.47,61,"T",FALSE
"1148","X360","Shooter","Activision",0.47,62,"T",FALSE
"1149","PS2","Action","Sony Computer Entertainment",0.47,90,"T",FALSE
"1150","PS2","Racing","THQ",0.47,54,"E",FALSE
"1151","X360","Simulation","Microsoft Game Studios",0.47,82,"E",FALSE
"1152","XB","Racing","Electronic Arts",0.47,74,"E10+",FALSE
"1153","X360","Role-Playing","Microsoft Game Studios",0.47,66,"M",FALSE
"1154","PC","Strategy","THQ",0.47,85,"M",FALSE
"1155","PS2","Misc","Activision",0.47,46,"E10+",FALSE
"1156","X360","Action","Sega",0.47,54,"M",FALSE
"1157","PS2","Sports","Activision",0.46,76,"T",FALSE
"1158","PC","Simulation","Electronic Arts",0.46,74,"T",FALSE
"1159","PS2","Strategy","THQ",0.46,71,"T",FALSE
"1160","PS2","Shooter","Ubisoft",0.46,71,"M",FALSE
"1161","PS3","Racing","THQ",0.46,61,"E",FALSE
"1162","X360","Sports","Electronic Arts",0.46,59,"E",FALSE
"1163","PS2","Shooter","Ubisoft",0.46,82,"M",FALSE
"1164","PS2","Action","Sony Computer Entertainment",0.46,80,"M",FALSE
"1165","PS3","Action","Konami Digital Entertainment",0.46,64,"M",FALSE
"1166","PS2","Platform","Sony Computer Entertainment",0.46,72,"E10+",TRUE
"1167","PS3","Racing","THQ",0.46,67,"E",FALSE
"1168","XB","Sports","Microsoft Game Studios",0.46,89,"E",FALSE
"1169","X360","Action","Sega",0.46,41,"E10+",FALSE
"1170","PS2","Sports","Electronic Arts",0.45,66,"E",FALSE
"1171","PS2","Sports","Electronic Arts",0.45,75,"E",FALSE
"1172","XB","Shooter","Activision",0.45,76,"T",FALSE
"1173","X360","Shooter","Activision",0.45,69,"T",FALSE
"1174","X360","Sports","Take-Two Interactive",0.45,69,"E",FALSE
"1175","PS3","Shooter","THQ",0.45,71,"M",FALSE
"1176","X360","Racing","Sega",0.45,77,"E",FALSE
"1177","XB","Fighting","THQ",0.45,56,"T",FALSE
"1178","X360","Sports","Electronic Arts",0.45,80,"E",FALSE
"1179","X360","Action","Electronic Arts",0.45,38,"T",FALSE
"1180","PS2","Racing","Electronic Arts",0.45,73,"T",FALSE
"1181","PS3","Action","Activision",0.45,61,"M",FALSE
"1182","PC","Action","Ubisoft",0.45,77,"M",TRUE
"1183","X360","Action","Konami Digital Entertainment",0.45,70,"M",FALSE
"1184","PS3","Shooter","THQ",0.44,70,"M",FALSE
"1185","XB","Sports","Konami Digital Entertainment",0.44,89,"E",FALSE
"1186","PS2","Action","Konami Digital Entertainment",0.44,47,"T",FALSE
"1187","PS2","Action","Activision",0.44,64,"T",FALSE
"1188","PS3","Sports","Sega",0.44,69,"E",FALSE
"1189","XB","Role-Playing","Activision",0.44,84,"T",FALSE
"1190","X360","Fighting","Namco Bandai Games",0.44,74,"T",FALSE
"1191","PS2","Action","Electronic Arts",0.44,56,"M",FALSE
"1192","XB","Sports","Electronic Arts",0.44,88,"E",FALSE
"1193","PS2","Shooter","Electronic Arts",0.44,80,"T",FALSE
"1194","PS3","Sports","Activision",0.44,73,"T",FALSE
"1195","X360","Action","Sega",0.44,68,"M",FALSE
"1196","X360","Action","Activision",0.44,79,"T",FALSE
"1197","XB","Racing","THQ",0.44,81,"E",FALSE
"1198","X360","Shooter","Take-Two Interactive",0.44,82,"M",FALSE
"1199","X360","Shooter","Ubisoft",0.44,84,"E10+",FALSE
"1200","PS3","Action","Activision",0.44,74,"T",FALSE
"1201","XB","Simulation","Activision",0.44,78,"T",TRUE
"1202","PS2","Action","Sony Computer Entertainment",0.43,73,"M",FALSE
"1203","XB","Sports","Electronic Arts",0.43,88,"E",FALSE
"1204","XB","Sports","Electronic Arts",0.43,88,"E",FALSE
"1205","PS2","Action","Electronic Arts",0.43,51,"E",FALSE
"1206","PS3","Fighting","Namco Bandai Games",0.43,73,"T",FALSE
"1207","X360","Action","Activision",0.43,62,"M",FALSE
"1208","PS2","Role-Playing","Namco Bandai Games",0.43,51,"T",FALSE
"1209","PS2","Sports","Sony Computer Entertainment",0.43,71,"E",FALSE
"1210","PS3","Misc","Ubisoft",0.43,77,"E10+",FALSE
"1211","PS2","Simulation","Namco Bandai Games",0.43,71,"T",FALSE
"1212","PC","Shooter","Take-Two Interactive",0.43,87,"M",FALSE
"1213","PS3","Role-Playing","Sega",0.43,64,"M",FALSE
"1214","X360","Platform","Ubisoft",0.43,90,"E10+",FALSE
"1215","PC","Simulation","Microsoft Game Studios",0.43,80,"E",FALSE
"1216","PS2","Misc","Sega",0.43,46,"T",FALSE
"1217","PS3","Action","Electronic Arts",0.42,68,"M",TRUE
"1218","X360","Sports","Electronic Arts",0.42,74,"E",TRUE
"1219","PS2","Sports","Take-Two Interactive",0.42,81,"E10+",TRUE
"1220","XB","Simulation","Electronic Arts",0.42,84,"T",FALSE
"1221","PS2","Adventure","Sony Computer Entertainment",0.42,64,"T",TRUE
"1222","PS3","Simulation","Konami Digital Entertainment",0.42,73,"M",FALSE
"1223","PS2","Racing","THQ",0.42,55,"E",FALSE
"1224","X360","Misc","Activision",0.42,71,"T",FALSE
"1225","PS2","Sports","Sony Computer Entertainment",0.42,84,"E",FALSE
"1226","XB","Simulation","Konami Digital Entertainment",0.42,78,"E",FALSE
"1227","PS2","Action","Konami Digital Entertainment",0.42,70,"M",FALSE
"1228","XB","Shooter","Electronic Arts",0.42,77,"M",FALSE
"1229","X360","Shooter","Take-Two Interactive",0.42,76,"M",FALSE
"1230","X360","Shooter","Sega",0.42,84,"M",FALSE
"1231","X360","Simulation","Ubisoft",0.42,66,"T",FALSE
"1232","PS2","Simulation","Konami Digital Entertainment",0.41,82,"M",FALSE
"1233","PS2","Sports","Sony Computer Entertainment",0.41,65,"E",FALSE
"1234","X360","Action","Sega",0.41,81,"M",FALSE
"1235","XB","Shooter","Ubisoft",0.41,74,"M",FALSE
"1236","PS3","Action","Ubisoft",0.41,70,"T",FALSE
"1237","PS2","Action","Activision",0.41,52,"T",FALSE
"1238","PC","Shooter","Ubisoft",0.41,79,"M",TRUE
"1239","PS3","Racing","THQ",0.41,63,"E",FALSE
"1240","PC","Shooter","Take-Two Interactive",0.41,96,"M",FALSE
"1241","X360","Sports","Take-Two Interactive",0.41,84,"E",FALSE
"1242","PC","Shooter","Activision",0.41,78,"M",TRUE
"1243","PS2","Platform","Ubisoft",0.41,59,"E",FALSE
"1244","PS3","Fighting","THQ",0.41,75,"T",FALSE
"1245","X360","Shooter","Electronic Arts",0.41,77,"T",FALSE
"1246","PS2","Action","Electronic Arts",0.41,69,"T",FALSE
"1247","X360","Simulation","THQ",0.41,66,"E",FALSE
"1248","PC","Shooter","Take-Two Interactive",0.41,54,"M",FALSE
"1249","PS2","Action","Activision",0.41,50,"T",FALSE
"1250","PS3","Puzzle","Namco Bandai Games",0.4,74,"E",FALSE
"1251","X360","Action","Activision",0.4,68,"T",FALSE
"1252","X360","Action","Ubisoft",0.4,51,"M",FALSE
"1253","PS3","Adventure","Konami Digital Entertainment",0.4,93,"M",FALSE
"1254","PS3","Platform","THQ",0.4,51,"E",FALSE
